,longitude,latitude,adt,ugos,vgos,sla,ugosa,vgosa,Born,Dead,Errcount,Longevity,added,addeda,multiplied,multiplieda,substracted,substracteda,deducted,deducteda,exp1a,exp2a,exp3a,exp4a,exp1,exp2,exp3,exp4
505453,309.875,2.125,0.8691000000000001,0.3899,-4.8931,0.3299,-0.3146,-4.5027,2007-11-20,2007-12-02 00:00:00,0,12,5.2829999999999995,4.8172999999999995,1.90781969,1.41654942,0.07968363614068792,0.0698691895973527,-4.5032,-4.1881,22.154823909999998,9.4711,6.43196926,2.7025208753340793,21.909498829999997,-9.3205,-0.7075037400000003,-2.7025208753340793
505454,309.875,2.375,0.8271000000000001,2.516,-4.6208,0.3037,1.8432,-4.2262,2007-11-20,2007-12-02 00:00:00,0,12,7.1368,6.0694,11.6259328,7.789731840000001,0.544494459833795,0.4361364819459561,-2.1048,-2.3830000000000005,24.165916160000002,13.2062,15.259258560000001,90.56289890186035,24.165916160000002,-4.487800000000001,-38.5658424,90.56289890186035
505702,310.125,2.375,0.6395000000000001,1.5303,-4.7974000000000006,0.1235,0.7949,-4.486000000000001,2007-11-21,2007-12-03 00:00:00,0,12,6.3277,5.280900000000001,7.341461220000001,3.5659214000000006,0.3189852836953349,0.17719572001783324,-3.2671000000000006,-3.6911000000000005,22.737571870000007,11.608600000000001,9.82975326,26.179073671668117,22.737571870000007,-6.9582000000000015,-21.58576168,26.179073671668117
505924,309.875,2.625,0.7925000000000001,3.4346,-4.4927,0.2848,2.8254,-4.0766,2007-11-19,2007-12-03 00:00:00,0,14,7.927300000000001,6.902,15.43062742,11.518025640000001,0.7644846083646805,0.6930775646371977,-1.0581,-1.2511999999999999,28.019059660000003,14.8293,20.204874580000002,177.73036226484706,28.019059660000003,-2.3093000000000004,-53.643817999999996,177.73036226484706
506396,309.875,2.875,0.5905,3.4283,-4.3657,0.0929,2.9421,-3.9801,2007-02-10,2007-12-04 00:00:00,0,297,7.7940000000000005,6.9222,14.966929310000001,11.709852210000001,0.785280710997091,0.7392025325996834,-0.9374000000000002,-1.0380000000000003,27.462324000000002,14.7162,20.25272597,175.26053025761732,27.462324000000002,-1.9754000000000005,-53.16608432,175.26053025761732
506428,310.625,2.125,0.2822,-1.6134000000000002,-4.2632,-0.2414,-2.4781,-4.1586,2007-11-15,2007-12-05 00:00:00,0,20,5.876600000000001,6.636699999999999,6.878246880000002,10.30542666,0.37844811409270035,0.5958976578656279,-2.6498,-1.6804999999999999,21.72711006,12.513300000000001,16.33663592,70.88326877121382,21.72711006,-12.513300000000001,34.4577947,70.88326877121382
506453,310.375,1.625,0.4842,-1.5049,-3.6925,-0.1049,-2.6252,-3.3835,2007-11-20,2007-12-05 00:00:00,0,15,5.1974,6.0087,5.556843249999999,8.8823642,0.40755585646580905,0.7758829614304713,-2.1875999999999998,-0.7583000000000002,16.44423723,11.2061,14.581950999999998,49.35790554881165,16.44423723,-11.2061,29.2245876,49.35790554881165
506454,310.375,1.875,0.507,-0.7299,-4.7620000000000005,-0.0483,-1.7447,-4.4869,2007-11-20,2007-12-05 00:00:00,0,15,5.4919,6.2316,3.4757838000000003,7.828294430000001,0.15327593448131036,0.3888430765116227,-4.032100000000001,-2.7422000000000004,22.640074330000004,11.723500000000001,13.525061400000002,27.20945896142424,22.640074330000004,-11.723500000000001,22.88732794,27.20945896142424
506614,310.625,1.625,0.2791,1.4420000000000002,-4.9764,-0.3007,0.3326,-4.7354,2007-11-14,2007-12-05 00:00:00,0,21,6.4184,5.0680000000000005,7.175968800000001,1.5749940400000002,0.28976770356080706,0.07023693880136841,-3.5343999999999998,-4.4028,24.04485376,11.4864,7.832550640000001,11.302108091225954,24.04485376,-7.9372,-17.234560280000004,11.302108091225954
506615,310.625,1.875,0.2562,-0.1425,-4.7582,-0.2923,-1.1718,-4.5964,2007-11-15,2007-12-05 00:00:00,0,20,4.9007000000000005,5.7682,0.6780435,5.38606152,0.029948299777226677,0.25493864763728136,-4.6157,-3.4246,22.03757198,10.6689,10.31455876,3.65198400423612,22.03757198,-10.6689,12.294750780000003,3.65198400423612
506723,309.625,2.625,0.6378,2.2669,-4.5623000000000005,0.1176,1.7818,-4.0684000000000005,2007-08-18,2007-12-05 00:00:00,0,109,6.8292,5.850200000000001,10.342277870000002,7.249075120000001,0.49687657541152486,0.4379608691377445,-2.2954000000000003,-2.2866000000000004,22.600423740000004,12.679400000000001,14.464406140000001,74.97194919154362,22.600423740000004,-4.582000000000001,-34.943115090000006,74.97194919154362
507110,309.625,2.375,0.9661,2.4165,4.1929,0.4349,1.9015,4.5754,2007-11-16,2007-12-06 00:00:00,0,20,6.6094,6.4769000000000005,10.13214285,8.7001231,0.5763314173960744,0.4155920793810377,-1.7763999999999998,-2.6739,23.77916941,13.0863,14.96469935,88.15089006178485,23.77916941,13.0863,37.8615194,88.15089006178485
507544,309.625,2.875,0.6777000000000001,1.3909,-4.8359000000000005,0.1676,0.8984000000000001,-4.3211,2006-09-09,2007-12-07 00:00:00,0,454,6.226800000000001,5.2195,6.726253310000001,3.882076240000001,0.28761967782625775,0.20791002291083288,-3.4450000000000003,-3.4227000000000003,22.145992050000004,11.4463,10.056572560000001,26.111828158972365,22.145992050000004,-6.867700000000001,-20.963120099999998,26.111828158972365
507549,310.375,2.125,0.5138,-0.1708,-4.619800000000001,-0.0151,-1.0309,-4.3864,2007-11-20,2007-12-07 00:00:00,0,17,4.7906,5.4173,0.7890618400000001,4.5219397599999995,0.03697129745876444,0.23502188582892575,-4.449000000000001,-3.3555,20.44036844,10.2079,9.31975182,3.5680901073947586,20.44036844,-10.2079,10.82275054,3.5680901073947586
509798,310.625,2.375,0.743,1.5369000000000002,-4.897600000000001,0.2378,0.8556,-4.8563,2007-10-07,2007-12-13 00:00:00,0,67,6.434500000000001,5.7119,7.527121440000002,4.15505028,0.3138067624959164,0.176183514198052,-3.3607000000000005,-4.0007,25.099186520000003,12.146400000000002,10.58358656,31.275568046866013,25.099186520000003,-7.361400000000001,-23.336205750000005,31.275568046866013
509799,310.625,2.125,0.3805,-3.2841,-2.6152,-0.143,-4.1487,-2.5106,2007-12-08,2007-12-13 00:00:00,0,5,5.8993,6.6593,8.58857832,10.41572622,1.255773936983787,1.6524735123078147,0.6688999999999998,1.6380999999999997,20.190466790000002,12.5586,16.64438024,89.45628040014756,20.190466790000002,-12.5586,38.09904624,89.45628040014756
509830,310.375,1.875,0.1792,-2.5118,-2.2086,-0.3761,-3.5267000000000004,-1.9336,2007-12-10,2007-12-13 00:00:00,0,3,4.7204,5.4603,5.547561480000001,6.819227120000001,1.1372815358145432,1.8239035995035169,0.3031999999999999,1.5931000000000004,13.12891402,10.180700000000002,12.23446962,37.83008169428334,13.12891402,-10.180700000000002,25.0126747,37.83008169428334
510045,310.625,1.875,0.2964,-3.1338000000000004,-1.643,-0.252,-4.1631,-1.4812,2007-12-08,2007-12-13 00:00:00,0,5,4.776800000000001,5.6443,5.148833400000001,6.166383720000001,1.9073645769933052,2.810626519038617,1.4908000000000003,2.6818999999999997,15.479934380000003,10.421100000000001,11.4549733,31.749682454752254,15.479934380000003,-10.421100000000001,22.79697498,31.749682454752254
510218,310.375,2.125,0.2275,-3.4090000000000003,-0.7856000000000001,-0.3014,-4.2691,-0.5523,2007-12-11,2007-12-13 00:00:00,0,2,4.1946,4.8214,2.6781104000000004,2.35782393,4.339358452138493,7.729675900778562,2.6234,3.7168,14.98724878,9.016,7.31510496,6.314512788301873,14.98724878,-9.016000000000002,10.27252999,6.314512788301873
510219,310.375,2.375,0.4884,-0.1783,-4.9252,-0.0203,-0.8939,-4.7544,2007-11-19,2007-12-13 00:00:00,0,24,5.1035,5.648300000000001,0.8781631599999999,4.24995816,0.0362015755705352,0.1880153121319199,-4.7469,-3.8605000000000005,23.57575325,10.751800000000001,9.33533628,3.732156687653386,23.57575325,-10.751800000000001,10.378467120000002,3.732156687653386
510444,310.375,1.625,0.2875,-2.2837,-3.2153,-0.3016,-3.4040000000000004,-2.9063000000000003,2007-12-08,2007-12-14 00:00:00,0,6,5.4990000000000006,6.310300000000001,7.34278061,9.893045200000001,0.7102603178552546,1.1712486666896054,-0.9316,0.49770000000000003,17.118341190000002,11.8093,16.134881200000002,72.64246046841359,17.118341190000002,-11.8093,34.81782432000001,72.64246046841359
510642,310.375,2.625,0.502,-0.3967,-4.8166,0.0082,-0.9598,-4.7193000000000005,2007-11-18,2007-12-14 00:00:00,0,26,5.2133,5.6791,1.9107452200000001,4.529584140000001,0.08236100153635344,0.2033776195622232,-4.4199,-3.7595000000000005,23.11173304,10.892400000000002,9.73897268,8.654881244092811,23.11173304,-10.8924,12.935448350000003,8.654881244092811
511398,310.125,2.625,0.5994,1.6679000000000002,-4.871700000000001,0.1009,1.0373,-4.6131,2007-11-20,2007-12-16 00:00:00,0,26,6.539600000000001,5.6504,8.125508430000002,4.785168630000001,0.34236508816224315,0.22485963885456636,-3.2038,-3.5758,24.203751940000004,12.190000000000001,11.33441441,38.88192804203656,24.203751940000004,-6.7796,-25.658280960000006,38.88192804203656
511399,310.125,2.125,0.6834,-1.7203000000000002,3.8411,0.1449,-2.5228,4.2048000000000005,2007-12-05,2007-12-16 00:00:00,0,11,5.5614,6.727600000000001,6.607844330000001,10.607869440000002,0.44786649657650157,0.5999809741248097,-2.1208,-1.6820000000000004,20.491030120000005,12.289,15.615427080000002,70.09514993248429,20.491030120000005,3.8028000000000004,-34.13955829,70.09514993248429
511603,310.125,1.875,0.6422,-1.6618000000000002,-3.5677000000000003,0.0767,-2.5705,-3.1596,2007-11-22,2007-12-16 00:00:00,0,24,5.229500000000001,5.7301,5.928803860000001,8.1217518,0.4657902850576001,0.8135523483985314,-1.9059000000000001,-0.5891000000000002,15.544161820000003,10.959600000000002,13.99217285,48.152273421801965,15.544161820000003,-10.959600000000002,28.471951790000006,48.152273421801965
514456,310.625,2.125,0.6638000000000001,1.0824,4.4626,0.1402,0.2178,4.567200000000001,2007-12-16,2007-12-22 00:00:00,0,6,5.545,4.785,4.83031824,0.9947361600000001,0.2425491865728499,0.04768786127167629,-3.3802000000000003,-4.349400000000001,20.617333440000007,10.330000000000002,6.621554280000001,4.804892217635558,20.617333440000007,10.330000000000002,11.740545960000002,4.804892217635558
514811,309.625,2.125,1.0077,0.8524,4.6325,0.47,0.2762,4.9261,2007-11-17,2007-12-22 00:00:00,0,35,5.4849000000000006,5.2023,3.9487430000000003,1.36058882,0.1840043173232596,0.05606869531678204,-3.7801,-4.6499,23.055591130000003,10.6872,7.0579965,5.372615578853261,23.055591130000003,10.6872,10.78783596,5.372615578853261
515006,310.375,1.625,0.5399,2.7932,4.197,-0.0491,1.6728,4.506,2007-12-15,2007-12-23 00:00:00,0,8,6.9902,6.178800000000001,11.723060400000001,7.5376368000000005,0.6655229926137718,0.37123834886817575,-1.4038,-2.8332,23.58414696,13.169,14.3199416,88.36417147966273,23.58414696,13.169,38.867598,88.36417147966273
515147,310.125,2.875,0.5933,1.1915,-4.2016,0.1041,0.7553000000000001,-3.9981,2007-11-19,2007-12-23 00:00:00,0,34,5.3931000000000004,4.7534,5.0062064,3.0197649300000005,0.2835824447829398,0.188914734498887,-3.0101,-3.2428,17.69835691,10.1465,8.363068479999999,15.117566519061555,17.69835691,-6.2529,-15.963175960000001,15.117566519061555
515148,310.625,1.875,0.6288,0.5951000000000001,4.48,0.0804,-0.4341,4.6418,2007-12-15,2007-12-23 00:00:00,0,8,5.075100000000001,5.0759,2.6660480000000004,2.01500538,0.13283482142857142,0.09351975526735318,-3.8849000000000005,-4.2077,21.053596910000003,9.2828,7.181668,5.372101063338241,20.536931090000003,9.282800000000002,1.468609800000001,-5.372101063338241
515424,310.625,2.625,0.6724,0.8484,-4.4535,0.1799,0.3492,-4.4733,2007-10-08,2007-12-24 00:00:00,0,77,5.3019,4.8225,3.7783494,1.56207636,0.19050185247558102,0.07806317483736838,-3.6051,-4.1241,20.21810283,10.1244,6.8768622,5.902070277560185,20.21810283,-7.7292000000000005,-10.69073568,5.902070277560185
515592,310.125,2.625,0.152,-2.7671,3.3247,-0.3464,-3.3977,3.5833000000000004,2007-12-22,2007-12-24 00:00:00,0,2,6.0918,6.981,9.19977737,12.174978410000001,0.8322856197551659,0.9482041693411101,-0.5575999999999999,-0.18560000000000043,21.315173180000002,13.0728,17.646733190000003,112.0070908565566,21.315173180000002,0.7432000000000007,-42.5864384,112.0070908565566
515741,310.125,1.875,0.3708,3.8406,3.5484,-0.1947,2.9319,3.9564,2007-12-20,2007-12-24 00:00:00,0,4,7.388999999999999,6.8883,13.627985039999999,11.599769160000001,1.0823469732837334,0.7410524719441918,0.2921999999999998,-1.0244999999999997,25.2991449,14.2773,18.20055396,158.08148057993336,25.2991449,14.2773,50.826257999999996,158.08148057993336
516060,309.375,2.625,0.7805000000000001,1.3594000000000002,3.544,0.2486,1.0593,3.9475,2007-11-19,2007-12-25 00:00:00,0,36,4.9034,5.0068,4.8177136,4.181586749999999,0.38357787810383753,0.26834705509816337,-2.1845999999999997,-2.8882,15.42995242,9.9102,9.061059199999999,20.145687355054797,15.42995242,9.9102,18.119691050000004,20.145687355054797
516124,310.125,2.125,0.2112,2.698,4.0975,-0.3273,1.8955,4.4612,2007-12-21,2007-12-25 00:00:00,0,4,6.7955000000000005,6.3567,11.055055,8.4562046,0.658450274557657,0.42488568098269525,-1.3995000000000002,-2.5656999999999996,23.393826,13.1522,14.92601125,93.48380694425299,23.393826,13.152199999999999,39.314388449999996,93.48380694425299
516318,309.625,2.875,0.3803,-0.6263000000000001,4.2409,-0.1298,-1.1188,4.7557,2007-12-08,2007-12-25 00:00:00,0,17,4.8672,5.8745,2.6560756700000003,5.32067716,0.1476809167865312,0.23525453666126964,-3.6146,-3.6369,20.869152569999997,10.741700000000002,10.126718919999998,14.1321211526007,20.869152569999997,7.2515,-15.699966660000003,14.1321211526007
521797,310.625,1.375,0.5273,3.4932000000000003,3.6775,-0.0857,2.4807,4.002,2007-08-13,2008-01-10 00:00:00,0,150,7.1707,6.4826999999999995,12.846243000000001,9.9277614,0.9498844323589395,0.6198650674662669,-0.1842999999999999,-1.5212999999999997,23.38293624,13.653400000000001,16.61797425,127.53443539042023,23.38293624,13.653400000000001,45.87656505,127.53443539042023
526365,310.375,2.625,0.4879,2.0615,3.8446,-0.0059,1.4984000000000002,3.9418,2007-12-31,2008-01-23 00:00:00,0,23,5.9061,5.440200000000001,7.9256429,5.906393120000001,0.5362066274775009,0.38013090466284444,-1.7830999999999997,-2.4434,18.24359588,11.346300000000001,11.76404864,46.81196269613686,18.24359588,11.346300000000001,27.718805360000005,46.81196269613686
526577,310.125,3.125,0.2642,-2.7028000000000003,2.1134,-0.206,-2.9767,2.2323,2007-12-28,2008-01-24 00:00:00,0,27,4.8162,5.209,5.71209752,6.64488741,1.2788871013532699,1.3334677238722394,0.5894000000000004,0.7444000000000002,12.763167580000001,10.025200000000002,11.226057780000001,37.95624489534023,12.763167580000001,-1.333800000000001,-24.681403150000005,37.95624489534023
529715,310.625,2.125,0.5783,1.9616,4.6689,0.0548,1.0969,4.7735,2007-12-28,2008-02-04 00:00:00,0,38,6.6305,5.8704,9.15851424,5.23605215,0.4201417892865557,0.2297894626584267,-2.7073,-3.6766000000000005,24.438673190000003,12.5009,11.85641641,47.95445817715761,24.438673190000003,12.5009,28.8795804,47.95445817715761
529716,310.625,2.375,0.5778,1.9292,3.6771,0.0725,1.2479,3.7184,2007-12-29,2008-02-04 00:00:00,0,37,5.6063,4.9663,7.093861319999999,4.64019136,0.5246525794783934,0.3356013339070568,-1.7478999999999998,-2.4705,16.080377319999997,10.572600000000001,10.23625309,32.91687400610219,16.080377319999997,10.572600000000001,23.496243050000004,32.91687400610219
530212,310.625,1.875,0.6315000000000001,1.4825000000000002,3.3243,0.083,0.4533,3.4861,2007-12-28,2008-02-05 00:00:00,0,39,4.8068,3.9394,4.928274750000001,1.58024913,0.4459585476641699,0.13003069332491896,-1.8417999999999999,-3.0328,12.26085948,8.7462,6.47550519,7.787901886088468,12.26085948,8.7462,13.18357232,7.787901886088468
530325,310.625,2.625,0.5334,1.5159,3.5854000000000004,0.0409,1.0168,3.5656000000000003,2007-12-29,2008-02-06 00:00:00,0,39,5.1013,4.5824,5.4351078600000005,3.62550208,0.4227980141685725,0.28516939645501455,-2.0695000000000006,-2.5488000000000004,14.325469360000003,9.683700000000002,8.72713472,19.70499485145435,14.325469360000003,9.6837,18.111337700000004,19.70499485145435
531350,310.375,2.125,0.5720000000000001,2.2564,4.4321,0.0431,1.3963,4.6654,2007-12-30,2008-02-09 00:00:00,0,41,6.6885,6.0617,10.000590440000002,6.51429802,0.5091040364612712,0.299288378274103,-2.1757,-3.2691,23.82813066,12.7502,13.110341230000001,65.14682650212293,23.82813066,12.750200000000001,33.230438250000006,65.14682650212293
531351,310.375,2.375,0.5465,2.313,3.6238,0.0378,1.5974000000000002,3.7946,2007-12-31,2008-02-09 00:00:00,0,40,5.9368,5.392,8.3818494,6.06149404,0.6382802582924003,0.42096663679966273,-1.3108,-2.1971999999999996,17.44565768,11.328800000000001,11.896258120000002,50.806530182277584,17.44565768,11.328800000000001,29.008911360000003,50.806530182277584
531824,310.375,2.625,0.5569000000000001,1.2571,-4.754,0.0632,0.6940000000000001,-4.6567,2008-01-24,2008-02-11 00:00:00,0,18,6.0111,5.3507,5.9762534,3.2317498000000002,0.2644299537231805,0.14903257671741793,-3.4968999999999992,-3.9627,23.010379199999996,11.361799999999999,9.213076000000001,19.313755730199322,23.010379199999996,-7.459599999999999,-18.36121677,19.313755730199322
531939,310.375,1.875,0.5859,1.9904,4.2132000000000005,0.0306,0.9755,4.4882,2007-12-29,2008-02-12 00:00:00,0,45,6.203600000000001,5.4637,8.38595328,4.3782391,0.4724200132915598,0.21734771177755002,-2.2228000000000003,-3.5126999999999997,20.85131944,11.6673,10.5885766,36.71570854126926,20.85131944,11.667300000000001,25.807482259999997,36.71570854126926
532518,310.125,1.875,0.5241,2.2276,3.8444,-0.0414,1.3189,4.252400000000001,2007-12-30,2008-02-15 00:00:00,0,47,6.071999999999999,5.571300000000001,8.563785439999998,5.60849036,0.5794402247424826,0.3101542658263568,-1.6168,-2.9335000000000004,19.2859082,11.6433,11.55037916,48.02990808534836,19.2859082,11.6433,28.7153012,48.02990808534836
533217,310.125,2.125,0.5079,2.3709,3.817,-0.0305,1.5684,4.1806,2007-12-31,2008-02-17 00:00:00,0,48,6.1879,5.7490000000000006,9.0497253,6.55685304,0.6211422583180507,0.37516146007750084,-1.4461000000000004,-2.6122,19.67586976,11.9369,12.5380828,59.33771884446991,19.67586976,11.9369,31.50494568,59.33771884446991
533923,310.625,2.375,0.6209,2.1993,4.4151,0.1157,1.5181,4.4564,2008-02-15,2008-02-19 00:00:00,0,4,6.6144,5.974500000000001,9.71012943,6.765260840000001,0.4981314126520351,0.34065613499685843,-2.2157999999999998,-2.9383000000000004,23.014208970000002,12.5889,13.35826331,65.69155838411052,23.014208970000002,12.5889,32.978914100000004,65.69155838411052
534109,310.375,2.625,0.4386,0.9357,4.5682,-0.0552,0.3726,4.6654,2008-02-16,2008-02-19 00:00:00,0,3,5.5039,5.038,4.27446474,1.7383280399999999,0.20482903550632633,0.07986453465940756,-3.6325000000000003,-4.2928,21.6611221,10.541899999999998,7.30321132,7.430421913533309,21.6611221,10.5419,12.080318879999998,7.430421913533309
534885,310.625,2.375,0.4644,1.7914,4.7531,-0.0408,1.1101,4.7945,2008-02-20,2008-02-22 00:00:00,0,2,6.5445,5.9046,8.51470334,5.322374450000001,0.37689087122088744,0.23153613515486496,-2.9616999999999996,-3.6844,24.777371090000003,12.4491,11.86231631,45.31843950614567,24.777371090000003,12.449100000000001,27.7023614,45.31843950614567
547069,310.375,1.375,0.4067,-2.28,-3.6955,-0.2187,-3.3015000000000003,-3.3864,2007-11-18,2008-03-20 00:00:00,0,123,5.9755,6.687900000000001,8.42574,11.180199600000002,0.6169665809768637,0.9749291282778172,-1.4155000000000002,-0.08489999999999975,20.0418612,12.6634,17.86709325,94.201454977704,20.0418612,-12.663400000000001,39.52762485,94.201454977704
556967,310.625,1.625,0.3382,-2.916,-3.0176000000000003,-0.2416,-4.0254,-2.7766,2007-12-06,2008-04-11 00:00:00,0,127,5.9336,6.8020000000000005,8.7993216,11.176925640000002,0.9663308589607634,1.4497586976878196,-0.10160000000000036,1.2488000000000001,20.116734560000005,12.7356,17.839647040000003,98.34936320564584,20.116734560000005,-12.7356,40.21985988,98.34936320564584
556968,310.625,1.875,0.6228,1.1904,4.3721000000000005,0.0743,0.1611,4.5339,2008-02-13,2008-04-11 00:00:00,0,58,5.5625,4.695,5.20454784,0.7304112899999999,0.2722719059490862,0.035532323165486664,-3.1817000000000006,-4.3728,20.01443763,10.2575,6.42864531,3.801460501681114,20.01443763,10.2575,12.036459,3.801460501681114
557167,310.625,2.375,0.4604,1.5189,4.0952,-0.0448,0.8376,4.1366000000000005,2008-02-24,2008-04-12 00:00:00,0,48,5.6141000000000005,4.974200000000001,6.22019928,3.4648161600000003,0.37089763625708144,0.20248513271769084,-2.5763000000000003,-3.2990000000000004,18.212434960000003,10.5883,9.08563952,21.551846983764364,18.212434960000003,10.5883,19.398236699999998,21.551846983764364
557168,310.625,2.125,0.6639,1.8841,4.4482,0.1404,1.0194,4.5528,2008-02-15,2008-04-12 00:00:00,0,57,6.3323,5.5722000000000005,8.38085362,4.641124320000001,0.42356458792320495,0.2239061676331049,-2.5641,-3.5334000000000003,22.172416500000004,11.904500000000002,10.97139508,38.89658355814205,22.172416500000004,11.9045,26.134403500000005,38.89658355814205
557197,310.375,1.375,0.6626000000000001,5.389600000000001,1.4765,0.0372,4.3681,1.7857,2008-03-24,2008-04-12 00:00:00,0,19,6.8661,6.1538,7.9577444,7.800116170000001,3.650253979004403,2.446155569244554,3.913100000000001,2.5824,26.178897810000002,13.0199,13.624799650000002,62.071330771166956,26.178897810000002,13.0199,31.83156894,62.071330771166956
557306,310.625,1.375,0.7104,4.3055,2.9764,0.0973,3.293,3.301,2008-01-13,2008-04-12 00:00:00,0,90,7.2819,6.594,12.8148902,10.870193,1.4465461631501144,0.9975764919721296,1.3291000000000004,-0.008000000000000007,24.003107900000003,13.875900000000001,17.4077852,139.3003297478086,24.003107900000003,13.8759,47.6988239,139.3003297478086
557395,309.625,2.125,0.3004,2.2937000000000003,-2.5629,-0.2373,1.7175,-2.2693000000000003,2007-12-29,2008-04-12 00:00:00,0,105,4.8566,3.9868000000000006,5.87852373,3.8975227500000007,0.8949627375238989,0.756841316705592,-0.26919999999999966,-0.5518000000000003,9.755418720000002,8.8434,8.964780750000001,22.91167997408986,9.755418720000002,-0.8209999999999997,-19.382920640000005,22.91167997408986
557502,310.625,2.625,0.5772,2.2962,4.206,0.0847,1.7971,4.186100000000001,2008-02-14,2008-04-13 00:00:00,0,59,6.5022,5.9832,9.6578172,7.52284031,0.5459343794579171,0.42930173670003097,-1.9098000000000006,-2.3890000000000007,21.733237620000004,12.4854,14.040902599999999,72.65421653877134,21.733237620000004,12.485399999999998,34.35138293,72.65421653877134
557528,310.375,1.125,0.491,1.9961,4.3837,-0.1681,1.2990000000000002,4.6501,2007-08-11,2008-04-13 00:00:00,0,246,6.3798,5.9491000000000005,8.75030357,6.040479900000001,0.4553459406437484,0.279348831207931,-2.3876,-3.3510999999999997,22.977577270000005,12.328899999999999,12.3406263,52.85603283348325,22.977577270000005,12.3289,29.76727438,52.85603283348325
557529,310.375,1.625,0.5926,2.0147,3.774,0.0035,0.8944000000000001,4.083,2007-12-28,2008-04-13 00:00:00,0,107,5.7887,4.9774,7.603477799999999,3.6518352000000007,0.533836777954425,0.21905461670340437,-1.7593,-3.1886,17.21118968,10.7661,9.473165600000002,27.766647872458563,17.21118968,10.7661,22.856798700000002,27.766647872458563
557530,310.375,1.875,0.6526000000000001,5.0739,2.4538,0.0973,4.0591,2.7289000000000003,2008-02-17,2008-04-13 00:00:00,0,56,7.5277,6.788,12.450335820000001,11.076877990000002,2.0677724345912463,1.4874491553373153,2.6201,1.3301999999999996,27.29164231,14.3157,17.76301958,137.91085081266664,27.29164231,14.3157,47.3335991,137.91085081266664
557622,310.875,2.125,0.5601,1.0219,4.8476,0.0392,0.2456,4.8959,2007-07-20,2008-04-13 00:00:00,0,268,5.8695,5.1415,4.95376244,1.20243304,0.2108053469758231,0.05016442329295941,-3.8257,-4.6503000000000005,23.98434348,11.011000000000001,7.10837056,5.956567630167018,23.98434348,11.011,12.349886250000003,5.956567630167018
557787,310.375,2.125,0.4118,4.1759,3.0056000000000003,-0.1171,3.3158000000000003,3.2390000000000003,2008-02-20,2008-04-13 00:00:00,0,53,7.181500000000001,6.5548,12.551085040000002,10.739876200000001,1.3893731700825127,1.0237110219203458,1.1703000000000001,0.07679999999999998,23.581587620000004,13.7363,17.380868480000004,134.7970995052721,23.581587620000004,13.736300000000002,46.78266982,134.7970995052721
557788,310.375,2.375,0.3275,2.1670000000000003,4.3072,-0.1813,1.4514,4.4781,2008-02-20,2008-04-13 00:00:00,0,53,6.4742,5.929500000000001,9.333702400000002,6.499514340000001,0.5031110698365528,0.32411067193675885,-2.1401999999999997,-3.0267000000000004,22.433256120000003,12.4037,12.89657008,60.66453259409243,22.433256120000003,12.4037,31.78872952,60.66453259409243
558116,310.375,2.875,0.5196000000000001,2.184,-4.5686,0.0342,1.8077,-4.526,2008-01-25,2008-04-14 00:00:00,0,80,6.7526,6.3337,9.9778224,8.1816502,0.478045790833078,0.39940344675209905,-2.3846,-2.7182999999999997,24.6255004,13.0863,14.968658220000002,81.63505263452448,24.6255004,-5.1029,-36.30291482,81.63505263452448
558353,310.125,2.875,0.207,-2.3423000000000003,3.5384,-0.2822,-2.7785,3.7419,2007-12-28,2008-04-15 00:00:00,0,109,5.880700000000001,6.5204,8.287994320000001,10.39686915,0.6619658602758309,0.7425372137149577,-1.1961,-0.9633999999999996,19.74841951,12.401100000000001,15.9156444,86.16919246098325,19.74841951,2.159499999999999,-37.280960240000006,86.16919246098325
559212,310.125,2.375,0.4335,2.7116,4.2155000000000005,-0.0825,1.9763,4.527,2007-12-31,2008-04-17 00:00:00,0,108,6.9271,6.5033,11.430749800000001,8.9467101,0.6432451666468982,0.4365584272144908,-1.5039000000000007,-2.5507,24.44250358,13.430399999999999,15.56969265,102.26760468623297,24.44250358,13.430400000000002,40.983965749999996,102.26760468623297
559565,310.125,2.125,0.4947,2.5681000000000003,4.0454,-0.0437,1.7656,4.409,2008-04-07,2008-04-18 00:00:00,0,11,6.6135,6.1746,10.388991740000002,7.7845303999999995,0.6348197953230831,0.4004536176003629,-1.4772999999999996,-2.6433999999999997,22.37040596,12.7881,14.11965824,80.8734220253789,22.37040596,12.7881,36.63883328,80.8734220253789
559757,310.125,1.875,0.5624,2.1277,4.4003000000000005,-0.0032,1.219,4.8083,2008-04-06,2008-04-18 00:00:00,0,12,6.5280000000000005,6.0273,9.36251831,5.861317700000001,0.4835352135081698,0.2535199550776782,-2.2726000000000006,-3.5892999999999997,23.75162879,12.5553,12.299965700000001,54.8766942869771,23.75162879,12.5553,30.818421620000002,54.8766942869771
560026,310.125,2.875,0.3028,-2.911,3.3925,-0.1864,-3.3472,3.596,2008-04-16,2008-04-19 00:00:00,0,3,6.3035,6.9432,9.8755675,12.0365312,0.858069270449521,0.9308120133481645,-0.48150000000000004,-0.24880000000000013,21.9431292,13.2467,17.862375999999998,118.867576331456,21.9431292,0.7302999999999997,-43.7354307,118.867576331456
