Longevity
2
35
58
97
6
1
10
5
9
2
2
3
8
1
108
40
1
37
6
15
25
10
2
209
34
20
1
11
25
88
68
57
4
7
4
5
6
2
8
1
552
4
8
2
33
6
104
345
134
5
138
22
559
55
157
11
4
47
935
12
4
13
5
1
7
3
56
5
90
9
8
1
8
301
5
19
53
14
8
2
12
124
2
100
1
10
1
671
3
29
1
8
92
57
1
1
1
16
5
11
375
14
243
13
6
20
101
6
52
11
109
1
14
3
63
39
6
8
1
14
17
8
1
3
14
31
19
47
920
1
920
493
198
59
131
1
80
3
1
47
12
187
16
2
1
3
1
1
18
12
2
2
1
11
2
3
24
928
9
46
3
1
459
5
65
9
6
92
74
10
223
12
5
15
32
3
13
2
8
1
2
3
7
154
5
31
91
4
3
78
361
8
19
7
1
1
1
8
12
14
27
16
1
20
8
556
1
69
1
1
441
106
2
10
9
67
262
12
6
25
5
74
99
7
5
12
769
4
2
55
1
37
7
53
5
5
15
70
9
21
108
2
4
246
77
8
3
19
1
6
24
13
96
134
27
86
56
86
52
11
5
1
27
66
79
2
6
8
139
54
2
216
71
38
12
17
65
10
31
106
6
98
19
134
262
8
46
387
3
1
2
1
77
173
26
259
26
126
5
8
1653
211
29
30
993
61
27
9
8
96
12
109
293
32
1
2
8
8
36
87
49
991
3
4
6
99
31
6
6
16
4
4
5
9
1
5
73
9
3
14
154
15
3
1
5
78
20
273
3
10
5
1
454
124
85
2
2
13
4
5
10
5
64
31
96
122
24
4
54
1
1
9
3
6
1
11
35
1
15
9
1113
52
2
1
20
1
7
117
6
17
186
2
9
102
9
5
78
57
89
75
10
2
128
86
8
4
35
36
5
64
238
1
67
5
3
15
271
12
4
1
155
58
5
12
5
8
1
37
15
35
37
21
4
3
15
100
2
1
8
1
78
47
2
74
7
86
4
23
89
223
88
128
105
3
86
3
8
3
3
59
3
12
1
7
1
92
1
48
3
3
168
5
80
67
174
11
54
20
9
4
6
11
10
1
109
134
1
13
16
7
16
133
41
6
5
5
4
8
12
4
1546
5
3
13
1
1
235
4
16
2
9
47
52
2
7
54
12
7
1
14
77
4
4
78
5
78
60
3
4
69
1
41
384
216
54
1
2
6
15
102
84
5
8
10
371
671
4
6
1
5
22
21
1
9
8
5
3
166
4
147
8
5
340
3
6
12
140
1
1
87
35
2
112
10
42
31
82
43
31
3
279
20
3
78
920
116
218
3
1
12
1
127
55
5
259
24
177
3
5
59
1
14
10
25
5
1
18
5
101
2
125
99
7
31
9
4
10
68
7
110
4
5
368
57
7
1
12
18
14
3
46
3
94
2
1
1
6
9
2
3
53
5
101
57
4
5
723
10
1
8
40
3
1
4
24
6
15
8
1
1
223
76
5
2
6
5
1
5
12
52
8
7
1
6
58
5
2
2
2
147
2
121
17
33
355
24
2
44
180
5
8
1
13
10
1
32
8
66
153
20
5
46
7
22
2
5
1
4
1
11
1
556
5
1
104
63
7
10
2
12
77
7
2
184
16
2
1
1
140
5
5
4
5
8
114
5
16
13
9
115
5
9
234
3
8
22
289
87
79
20
5
19
109
2
3
54
89
1
65
9
216
2
136
116
127
3
11
12
109
36
78
8
3
15
4
3
5
731
271
2
2
615
355
3
85
8
3
1
1
24
1
20
111
1
4
1
7
10
23
8
20
5
4
1
4
6
6
16
8
3
1
1
65
376
8
12
255
23
1
77
108
2
50
22
1
173
96
5
8
575
56
16
14
5
5
7
16
30
34
3
20
1
2
7
18
2
5
109
37
7
3
1
7
80
12
134
5
8
9
13
680
12
22
6
1
25
8
920
7
73
188
4
1
1
382
32
1
488
110
7
6
48
222
8
88
63
2
8
7
40
1
169
209
98
4
3
26
31
7
3
533
22
62
20
3
3
36
85
5
69
8
18
85
1
5
31
348
8
46
8
8
39
33
8
272
8
2
173
60
52
39
114
31
25
2
79
1
17
14
8
5
14
2
6
16
154
288
37
8
2
1
2
5
33
236
643
3
67
10
4
11
9
2
19
108
31
564
2
8
671
2
153
1
15
5
6
5
4
165
1
87
14
1
2092
4
123
680
30
2
92
5
8
105
5
4
4
7
31
31
3
60
62
26
6
59
67
472
15
5
2
4
72
68
104
27
52
28
8
1
9
71
1
43
90
4
131
36
13
17
1
2
101
135
5
140
8
79
10
139
2
4
5
32
40
27
12
99
154
225
5
157
7
1
90
21
8
4
43
5
7
69
86
16
139
7
50
79
680
3
1
9
49
4
33
21
154
3
14
9
168
95
2
45
1
67
83
680
37
20
4
100
58
2
3
4
67
36
4
5
118
2
2
4
3
4
1
258
11
4
2
1
81
126
26
5
2
100
1
89
1
56
920
9
680
6
15
4
194
8
4
40
158
78
2
89
668
100
47
47
99
8
1
15
53
1
6
6
9
2
9
9
1
147
47
5
5
4
108
7
6
15
111
4
78
272
5
105
42
185
8
14
7
19
8
45
133
9
83
39
10
1
42
1
20
24
5
1
715
7
3
63
90
4
5
